,0,1,2
238,0.98856586,-0.01321301,-0.08534256
239,1.3323096,-0.03536269,-0.14706951
240,1.3045166,-0.24318965,-0.19259782
241,1.0085768,-0.07569081,-0.12671627
242,1.3690536,-0.012437517,-0.075559966
243,0.87330395,-0.21879467,-0.1396402
244,1.4672517,-0.20370287,-0.12899208
245,1.148745,-0.15379092,-0.12895848
246,1.1685463,-0.2338338,-0.19155097
247,1.4670923,-0.11240689,-0.08749636
248,0.90902567,-0.26961914,-0.19818024
249,1.3122463,-0.101292074,-0.11568792
250,1.2505159,0.030399714,-0.053015582
251,1.1066886,-0.18612343,-0.15510124
252,1.0737772,-0.195516,-0.15982306
253,1.135544,-0.023280103,-0.12969254
254,1.4668721,-0.020538978,-0.07889378
255,1.354654,-0.17589822,-0.12818362
256,1.0658696,-0.21152592,-0.149074
257,1.1534466,-0.020100024,-0.07688178
258,1.4305795,-0.23929924,-0.16706096
259,0.9998138,0.016568964,-0.11191515
260,1.0642775,-0.21135867,-0.13144378
261,1.2092824,-0.21939018,-0.1445868
262,0.9751164,-0.16225743,-0.13462007
263,1.0061295,-0.03426178,-0.08283694
264,1.0493277,-0.28526068,-0.204938
265,1.0365485,-0.071027935,-0.10991228
266,1.1734453,-0.13433604,-0.11425238
267,1.0330542,-0.12393115,-0.13745244
268,1.1442815,-0.03511368,-0.0845861
269,1.3732393,-0.20236048,-0.20461015
270,1.1725891,-0.21311635,-0.18610634
271,1.2119937,-0.19926372,-0.14017873
272,1.2220579,-0.06446136,-0.087272964
273,1.3760434,-0.20865329,-0.1589698
274,1.0242728,-0.1596873,-0.14168088
275,1.2820566,-0.081647724,-0.14274149
276,1.0371286,-0.0068230093,-0.11373238
277,1.0829934,-0.06981146,-0.1297999
278,1.2033173,-0.12891248,-0.13676126
279,1.3431767,-0.12730691,-0.12262686
280,1.3246427,-0.054611243,-0.14924426
281,1.4592469,-0.2023907,-0.14571524
282,1.4348667,-0.06131904,-0.17255615
283,1.1657225,-0.05257585,-0.14364605
284,1.2185072,-0.101444125,-0.17400686
285,1.0953537,-0.16515349,-0.13414438
286,1.124421,-0.10324236,-0.11904282
287,0.9521854,-0.018307187,-0.08729288
288,1.22412,-0.26094273,-0.14815617
289,1.3301495,-0.018578177,-0.08231582
290,1.1982478,-0.08967496,-0.109274544
291,1.0224892,-0.1055429,-0.11817985
292,1.2795744,-0.24185216,-0.14913817
293,1.298738,-0.08479759,-0.1074701
294,1.2391044,-0.082666814,-0.17729469
295,1.2879318,-0.12965882,-0.15380712
296,1.2452468,-0.18775944,-0.17771572
297,1.1518123,-0.15530857,-0.12719779
298,1.1212962,-0.09314907,-0.1387934
299,0.9850752,-0.14952423,-0.14340165
300,1.0873833,-0.002606494,-0.10388309
301,1.0731307,-0.20588344,-0.15602118
302,1.1859602,-0.08073781,-0.1192392
303,1.0283478,-0.07158525,-0.1028761
304,1.3039742,-0.016655274,-0.09668601
305,0.9781032,-0.12878673,-0.13756387
306,1.3653457,-0.20546688,-0.13668458
307,1.379783,-0.24316804,-0.1545228
308,0.9443327,-0.19002162,-0.16135472
309,1.2775818,-0.13648939,-0.16809964
310,1.2600532,0.0126694525,-0.053575315
311,1.3137397,-0.15830769,-0.119119294
312,1.0457186,-0.11638894,-0.110351615
313,1.3706173,-0.21747671,-0.14376108
314,1.4632314,-0.2843893,-0.16854388
315,0.9550424,-0.24957322,-0.14668772
316,1.1098387,-0.26026955,-0.18736356
317,0.8506208,0.06255051,-0.077967346
318,1.273418,-0.16799954,-0.18978955
319,1.2550973,-0.01714346,-0.08594949
320,1.0202574,0.004844369,-0.062071722
321,1.2228447,-0.08172787,-0.13580681
322,1.3727112,-0.19755116,-0.14716208
323,1.1844039,0.050234705,-0.11997344
324,1.0338892,0.02489871,-0.05729257
325,1.0785627,-0.08842922,-0.111282535
326,1.4190574,-0.24569504,-0.18843758
327,1.3319606,-0.22844686,-0.15402138
328,1.3265018,-0.17141946,-0.12738852
329,1.1861916,-0.06166836,-0.10507528
330,1.105381,-0.19377005,-0.14441057
331,1.1221044,-0.10410194,-0.103199214
332,1.2463791,-0.12870236,-0.178746
333,1.209371,-0.05666064,-0.10350885
334,1.2889796,-0.10402545,-0.15213686
335,1.0129554,-0.17756844,-0.13364507
336,1.0168817,-0.0032165428,-0.09948474
337,1.3644778,-0.2593828,-0.16514222
338,1.1481543,-0.24677141,-0.14507039
339,1.0317858,-0.12776661,-0.11783153
340,1.3614047,-0.15528443,-0.13799113
341,1.2798249,-0.114386834,-0.1395908
342,1.3465308,-0.23390011,-0.19830336
343,1.4351758,-0.1922248,-0.2068579
344,1.2105734,-0.11921671,-0.1660591
345,1.0515126,-0.043249648,-0.11646156
346,0.9281039,0.08732724,-0.018102515
347,1.1668953,-0.13623093,-0.17792512
348,1.0701765,-0.066266276,-0.11373731
349,1.2933205,0.035677277,-0.05357089
350,1.3472227,-0.07824208,-0.15299502
351,1.3200208,0.03002944,-0.095100306
352,1.3293163,-0.13356732,-0.1796365
353,1.2506754,-0.14295597,-0.1232956
354,1.326976,-0.22322373,-0.16987711
355,1.3224376,-0.19247127,-0.13878208
356,1.2297282,-0.12023597,-0.11250652
357,1.2572501,-0.11187394,-0.17451088
358,1.3857391,-0.21775594,-0.16836306
359,1.4860394,-0.2403537,-0.22229537
360,1.342824,-0.25738025,-0.16031225
361,1.303548,-0.19530982,-0.19354004
362,1.2006959,-0.10140738,-0.14329527
363,1.4238584,-0.17943493,-0.12751056
364,1.2307895,-0.2308835,-0.14684442
365,1.3275982,-0.03092497,-0.163125
366,0.9763074,-0.019722166,-0.0904759
367,1.1847135,-0.23701917,-0.14448915
368,1.0477924,-0.034882154,-0.11752089
369,0.9355783,-0.058887642,-0.121260874
370,0.8690651,-0.08252146,-0.11895186
371,0.99684024,-0.10335127,-0.14929293
372,1.2908565,-0.19694808,-0.15895984
373,1.2217374,-0.22356232,-0.18549739
374,0.9407533,-0.16991487,-0.17586346
375,1.008137,-0.09750829,-0.103090584
376,1.4702828,0.0375617,-0.14886002
377,1.3951199,-0.22315803,-0.15541074
378,0.8805081,0.042310305,-0.066887885
379,1.1780138,-0.06797354,-0.1453651
380,1.11369,0.004772682,-0.14637658
381,1.2022469,-0.103898756,-0.11667541
382,1.4602667,-0.14920297,-0.19067776
383,1.4886749,-0.0572998,-0.18193965
384,1.2241682,-0.13629611,-0.14506625
385,0.9425863,-0.17560889,-0.14594367
386,1.1926178,-0.16152039,-0.12682234
387,1.2077416,-0.17256269,-0.13451043
388,1.4246053,-0.17935975,-0.12901455
389,1.434968,-0.21339932,-0.15115142
390,1.0311596,-0.1865019,-0.1579328
391,1.4370273,-0.016794788,-0.15898901
392,0.8188265,-0.08893149,-0.12703395
393,1.0177438,-0.15558614,-0.17214587
394,1.0120269,-0.17456572,-0.1442448
395,1.21761,-0.15810683,-0.118064426
396,1.1354915,-0.29009023,-0.16365132
397,1.4482088,-0.17377721,-0.20573243
398,1.3535233,-0.13812691,-0.18546283
399,0.85170466,-0.17491055,-0.13643953
400,1.1322434,0.032867964,-0.11442255
401,1.082813,-0.19848919,-0.16128038
402,1.1440003,-0.20719692,-0.14455941
403,1.4969255,-0.10879656,-0.1949834
404,1.2991686,-0.25320184,-0.16824423
405,1.0659915,-0.1332773,-0.12656054
406,1.4508629,-0.2579123,-0.1528956
407,1.2422901,-0.20508549,-0.14325324
408,1.2022063,-0.1862591,-0.13609861
409,1.3847923,-0.13546775,-0.18021011
410,1.0865464,-0.0081577,-0.14199653
411,1.056066,-0.14167713,-0.15196721
412,1.3952565,-0.21638764,-0.14203474
413,1.4024222,-0.11273068,-0.13864942
414,1.2840232,-0.16139255,-0.120618686
415,1.094181,-0.16445181,-0.11656114
416,1.4285148,-0.21534412,-0.15255354
417,1.1680788,-0.031369776,-0.09819264
418,1.3179497,-0.1391971,-0.14549711
419,1.1637255,-0.10675298,-0.15183899
420,1.2820262,-0.17021477,-0.1396555
421,0.85450584,-0.25096196,-0.1637414
422,1.2722299,-0.215727,-0.15388986
423,0.9848502,-0.16534568,-0.13694309
424,1.171844,-0.23710461,-0.1865004
425,1.2062198,-0.11018993,-0.1405019
426,0.99529564,-0.06977111,-0.08040745
427,1.2692031,-0.22280197,-0.14647053
428,1.1513238,-0.17129831,-0.12529404
429,1.2804785,-0.23412518,-0.15699248
430,1.4432768,-0.05893183,-0.1034766
431,1.272519,-0.050795518,-0.15017322
432,1.2439171,0.018342508,-0.06466745
433,1.3390574,-0.12954196,-0.14178915
434,0.9981912,-0.14056668,-0.16878307
435,1.1630749,0.07636418,-0.06698178
436,0.9310659,-0.17078397,-0.14359476
437,1.1930922,-0.2739589,-0.14982855
438,1.447388,0.06466578,-0.043178376
439,1.3521029,-0.16524698,-0.13671225
440,1.1061277,-0.20873396,-0.14246957
441,1.1747564,-0.20431451,-0.14940602
442,1.3646998,-0.12919213,-0.13061199
443,1.4626551,-0.19394754,-0.14791441
444,1.2803687,-0.25669724,-0.17186977
445,1.2691283,0.03820024,-0.053939335
446,1.3818681,-0.11100398,-0.11560698
447,1.4810406,-0.20100942,-0.14841795
448,1.0854529,-0.18541999,-0.13132307
449,1.323214,-0.17241783,-0.12547909
450,1.201296,-0.13293885,-0.12932257
451,1.3622066,-0.29843113,-0.13589297
452,1.1609119,-0.24241298,-0.19393148
453,1.0217074,-0.2193749,-0.14752309
454,1.0840495,-0.17758217,-0.12374605
455,1.419214,-0.057284366,-0.16730292
456,1.1946064,-0.08835347,-0.10311366
457,1.4463134,-0.25421748,-0.15045878
458,1.20752,-0.17636806,-0.15498145
459,1.172627,-0.12741528,-0.117312655
460,1.408427,-0.22453387,-0.15992399
461,1.3990825,-0.22865848,-0.20646377
462,1.3266532,-0.1779775,-0.13073108
463,1.2259185,-0.24262868,-0.19005851
464,1.4481641,-0.0188001,-0.0806749
465,1.3994915,-0.1703611,-0.13497238
466,1.0817287,-0.028339332,-0.12063461
467,1.2109075,-0.1915119,-0.16554439
468,1.2089162,-0.02566902,-0.08293142
469,1.0898411,-0.1610268,-0.13755937
470,1.2426656,-0.17243119,-0.15672864
471,1.173937,-0.03989898,-0.088526525
472,1.2035993,0.001179948,-0.07899182
473,1.2135526,-0.21731332,-0.15356787
474,1.2189232,-0.063114904,-0.1789371
475,1.1368762,-0.22389019,-0.13696873
476,1.1423503,-0.11228024,-0.16569597
477,1.2347008,-0.055251934,-0.104301766
478,1.427848,-0.07286335,-0.086875185
479,1.325849,-0.06828608,-0.1259692
480,1.1748422,0.02070119,-0.05323994
481,1.273522,-0.21184294,-0.18541697
482,1.1285173,-0.18352696,-0.1359395
483,1.0927794,0.008386727,-0.07343051
484,1.0449198,-0.21502015,-0.14501403
485,1.1832482,-0.12306594,-0.12226876
486,1.0492775,-0.24042718,-0.1857755
487,1.0858713,-0.18107997,-0.12221727
488,1.3830931,-0.28208405,-0.14605941
489,1.4701072,0.019152507,-0.058775127
490,1.2106947,-0.18624099,-0.1288683
491,1.3440483,-0.15303484,-0.1309599
492,1.3478026,-0.19490601,-0.14343552
493,0.8251276,-0.15326671,-0.1450085
494,1.4163494,-0.21929835,-0.1417614
495,1.1138504,-0.16544431,-0.15872554
496,1.2764697,-0.09325304,-0.1644735
497,1.3621169,-0.13812158,-0.14618632
498,1.1441532,-0.13512164,-0.16020127
499,1.3790839,-0.23937489,-0.1539081
500,1.4338871,-0.13212316,-0.1858434
501,1.3657832,-0.21288767,-0.14508092
502,0.8590687,-0.21968427,-0.18044393
503,1.226267,-0.186886,-0.15655749
504,1.0501753,-0.09047151,-0.11570076
505,0.9261476,0.0034688734,-0.090374045
506,1.3875973,-0.18437459,-0.1248623
507,1.1475505,-0.05098615,-0.10066713
508,1.1284394,-0.18651666,-0.18152626
509,1.4887816,-0.25731483,-0.1566037
510,1.4341137,-0.12718968,-0.13808021
511,1.4987067,-0.18730465,-0.14364113
512,1.275747,-0.24497977,-0.19040662
513,1.3730934,-0.19621821,-0.20987535
514,1.1193553,-0.09130961,-0.11034607
515,1.1006618,-0.19487433,-0.14255403
516,1.4889344,-0.12725043,-0.19483942
517,1.359166,-0.20905128,-0.19747707
518,1.2164878,-0.14371374,-0.11742336
519,1.3366178,-0.09950909,-0.1664157
520,0.9530136,-0.09159407,-0.124872066
521,1.1756073,0.02711891,-0.067191504
522,1.1632721,-0.020126304,-0.10974349
523,1.0707984,-0.01772505,-0.08222039
524,1.068841,-0.21210088,-0.13577144
525,1.3109154,-0.072049156,-0.1006724
526,1.1978253,-0.20160434,-0.1900021
527,0.98112625,-0.100247346,-0.10719762
528,1.1401526,-0.13711363,-0.118803106
529,1.3606486,-0.12663268,-0.17116402
530,1.3609822,-0.20457327,-0.15205304
531,1.3163813,-0.1163801,-0.18000898
532,1.0162209,-0.21127884,-0.18822919
533,1.2324218,-0.14017966,-0.1727204
534,1.290519,-0.25444543,-0.15012664
535,1.1242687,-0.12652257,-0.1486925
536,1.3277764,-0.17994934,-0.13708107
537,1.252021,-0.21070698,-0.1729502
538,1.4654183,-0.27128118,-0.22064514
539,0.98384595,-0.2181893,-0.13768053
540,0.993593,-0.05357054,-0.11777106
541,1.4288912,-0.20388712,-0.13678353
542,1.0950238,-0.10221142,-0.117332704
543,1.2422101,-0.030085776,-0.11315377
544,0.8414355,-0.23155299,-0.18485959
545,1.0644888,-0.021141365,-0.08388809
546,1.4500897,-0.16475639,-0.19000259
547,1.2212714,-0.095325746,-0.10158153
548,1.121452,-0.17940809,-0.14359745
549,1.3542012,-0.24664706,-0.1405974
550,1.1429144,-0.18933034,-0.16530523
551,1.3823115,0.0064181886,-0.12522236
552,0.90733576,-0.016255999,-0.10550006
553,1.1501193,-0.14955522,-0.15712272
554,1.105579,-0.13847601,-0.12304466
555,1.2286563,-0.16177209,-0.14548591
556,1.0740551,-0.15718696,-0.12352685
557,1.2028347,-0.086893424,-0.1034089
558,1.1232063,-0.17091244,-0.16167624
559,1.0883077,-0.16867357,-0.13033697
560,1.0134443,-0.19909114,-0.17813888
561,1.3702232,-0.051811468,-0.10105585
562,1.3034254,-0.20078301,-0.1256167
563,1.1217073,-0.20722575,-0.14359888
564,1.0726128,-0.24444474,-0.15353583
565,1.3457692,-0.22966526,-0.17958133
566,1.4152368,-0.25528935,-0.15073441
567,1.3583437,-0.13925937,-0.119930714
568,1.0864543,-0.020066895,-0.1214913
569,1.171097,0.04335073,-0.051850732
570,1.0506302,-0.05368962,-0.11556049
571,1.0571599,-0.11606793,-0.123525195
572,1.4634067,-0.060445372,-0.16456923
573,1.0897055,-0.1077676,-0.10480216
574,1.2867705,-0.11942049,-0.12315401
575,1.0127213,-0.1477092,-0.12357049
576,1.1820492,-0.21800084,-0.14785747
577,1.1955018,-0.1324628,-0.18928745
578,1.0580262,-0.0640511,-0.10069698
579,1.445765,-0.2369097,-0.15778176
580,1.4485824,-0.027709804,-0.06587934
581,1.3470678,-0.04772062,-0.14335987
582,1.044446,-0.13697857,-0.14947619
583,1.2014552,0.03839296,-0.12407461
584,1.0633731,-0.21136422,-0.14967984
585,1.0353771,-0.18278289,-0.15732831
586,1.2504565,-0.21668938,-0.14104888
587,1.271289,-0.14241323,-0.1336369
588,1.3459597,-0.219301,-0.15406466
589,1.2504408,0.0664455,-0.042138994
590,0.9588758,0.0027539192,-0.088052206
591,1.1611319,-0.22719966,-0.15505496
592,1.3028268,-0.036402546,-0.088042535
593,1.4209125,-0.14936969,-0.12890005
594,1.3034273,-0.10533852,-0.17255624
595,1.3535472,-0.20366612,-0.14073145
596,1.3860453,-0.13900843,-0.15729883
597,1.2576483,-0.16203852,-0.14234672
598,0.99122447,-0.015168802,-0.08284564
599,1.4387648,0.045781255,-0.14563066
600,1.3359693,-0.26308188,-0.15858401
601,1.0872967,-0.22584064,-0.16536036
602,1.3370615,-0.21467602,-0.1301614
603,1.1596222,-0.0123667875,-0.082990624
604,1.4577245,0.015230663,-0.13881952
605,1.0534556,-0.14846501,-0.12648188
606,1.3038579,-0.16888034,-0.17771703
607,1.3904203,-0.012517293,-0.085154675
608,1.0000783,-0.20861597,-0.142963
609,1.4173963,-0.009819964,-0.07030174
610,1.3904194,-0.09669468,-0.15128553
611,1.1696005,-0.19357829,-0.1392533
612,0.9135934,-0.18950757,-0.14530961
613,1.0117995,0.04497985,-0.0604144
614,1.3730637,-0.15787303,-0.15630785
615,1.4545051,-0.22168313,-0.13848528
616,1.275651,-0.1639787,-0.17007197
617,1.3908094,-0.16616555,-0.18950634
618,1.0795635,-0.20353457,-0.14203139
619,1.2554582,-0.022214789,-0.12212951
620,0.948955,0.04640272,-0.08495038
621,1.4005041,-0.052257508,-0.104845695
622,0.81987095,-0.101474784,-0.14426935
623,0.99604654,-0.13948408,-0.13273224
624,1.1793313,-0.17720431,-0.12755969
625,1.3685073,-0.21489222,-0.14906962
626,1.2374858,-0.14887619,-0.12986472
627,1.1315514,-0.16160123,-0.12111932
628,1.0949525,-0.12690161,-0.16205117
629,1.1952106,-0.22134306,-0.15736821
630,1.2755302,-0.017459568,-0.0965378
631,1.1210083,-0.16355246,-0.12873234
632,1.1923264,-0.076663084,-0.1103103
633,1.3459564,-0.2142102,-0.13719167
634,1.4844782,-0.21888763,-0.1416073
635,1.2879332,0.033183362,-0.115081474
636,1.2324119,-0.18915217,-0.19195265
637,1.385429,0.018759482,-0.06498895
638,1.1132052,-0.11537027,-0.15833803
639,1.2998545,0.012786402,-0.06288015
640,1.288482,-0.16977888,-0.1675809
